Unnamed: 0,heart_rate_min,heart_rate_max,date_time_start_hourly,date_time_end_hourly,time_offset,sample_size,location,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,Clear,Overcast,Partially cloudy,Rain,Snow
0,58.0,100.0,2025-02-12 10:00:00,2025-02-12 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 10:00:00,3.7,1.8,2.8,94.02,0.0,0.0,,0.0,0.0,10.9,7.2,200.0,1018.0,96.7,6.3,85.0,1,0,1,0,0,0
1,62.0,83.0,2025-02-12 11:00:00,2025-02-12 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 11:00:00,4.2,2.4,3.1,92.58,0.0,0.0,,0.0,0.0,7.7,7.3,227.0,1018.2,96.7,6.4,125.0,1,0,1,0,0,0
2,69.0,109.0,2025-02-12 12:00:00,2025-02-12 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 12:00:00,4.4,4.4,3.2,91.68,0.0,0.0,,0.0,0.0,7.7,4.0,245.0,1018.3,100.0,5.4,103.0,1,0,1,0,0,0
3,71.0,110.0,2025-02-12 13:00:00,2025-02-12 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 13:00:00,4.9,3.3,3.4,90.15,0.0,0.0,,0.0,0.0,11.1,7.0,238.0,1018.1,97.2,5.6,123.0,1,0,1,0,0,0
4,65.0,114.0,2025-02-12 14:00:00,2025-02-12 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-12 14:00:00,5.1,3.6,3.5,89.22,0.0,0.0,,0.0,0.0,10.6,6.8,256.0,1017.8,97.2,5.8,83.0,1,0,1,0,0,0
5,76.0,76.0,2025-02-14 19:00:00,2025-02-14 20:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-14 19:00:00,1.3,1.3,-0.9,85.35,0.0,0.0,,0.0,0.0,4.8,3.5,164.0,1028.2,99.1,8.1,0.0,0,0,1,0,0,0
6,103.0,103.0,2025-02-15 18:00:00,2025-02-15 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 18:00:00,2.2,0.0,-3.9,64.38,0.0,0.0,,0.0,0.0,14.8,7.5,107.0,1022.0,100.0,26.0,0.0,0,0,1,0,0,0
7,91.0,104.0,2025-02-15 19:00:00,2025-02-15 20:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 19:00:00,2.0,-1.0,-3.9,65.12,0.0,0.0,,0.0,0.0,21.8,10.2,114.0,1022.1,98.8,32.9,0.0,0,0,1,0,0,0
8,64.0,64.0,2025-02-15 21:00:00,2025-02-15 22:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 21:00:00,1.5,-0.7,-3.7,67.96,0.0,0.0,,0.0,0.0,14.4,7.3,106.0,1022.0,99.4,36.7,0.0,0,0,1,0,0,0
9,61.0,61.0,2025-02-15 22:00:00,2025-02-15 23:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 22:00:00,1.0,-1.4,-4.1,68.74,0.0,0.0,,0.0,0.0,14.6,7.5,88.0,1021.6,99.4,37.1,0.0,0,0,1,0,0,0
10,64.0,64.0,2025-02-15 23:00:00,2025-02-16 00:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-15 23:00:00,1.0,-1.3,-4.1,68.84,0.0,0.0,,0.0,0.0,11.2,7.3,70.0,1021.5,99.4,40.6,0.0,0,0,1,0,0,0
11,61.0,61.0,2025-02-16 00:00:00,2025-02-16 01:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 00:00:00,1.0,-2.3,-3.9,69.86,0.0,0.0,,0.0,0.0,14.6,10.6,69.0,1021.4,99.1,36.9,0.0,0,0,1,0,0,0
12,60.0,60.0,2025-02-16 01:00:00,2025-02-16 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 01:00:00,0.5,-3.6,-3.3,75.92,0.0,0.0,,0.0,0.0,21.8,14.0,67.0,1021.4,99.5,12.0,0.0,0,0,1,0,0,0
13,58.0,58.0,2025-02-16 02:00:00,2025-02-16 03:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 02:00:00,0.1,-3.4,-2.7,81.39,0.003,100.0,"rain,snow",0.0,0.0,14.6,10.6,60.0,1021.3,95.8,20.4,0.0,0,0,1,0,1,1
14,58.0,58.0,2025-02-16 03:00:00,2025-02-16 04:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 03:00:00,0.0,-2.6,-2.7,82.35,0.0,0.0,,0.0,0.0,11.4,7.6,55.0,1021.1,98.1,25.5,0.0,0,0,1,0,0,0
15,60.0,60.0,2025-02-16 04:00:00,2025-02-16 05:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 04:00:00,-0.1,-3.7,-2.7,82.45,0.0,0.0,,0.0,0.0,18.1,11.2,54.0,1020.7,100.0,16.2,0.0,0,0,1,0,0,0
16,59.0,59.0,2025-02-16 05:00:00,2025-02-16 06:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 05:00:00,-0.6,-4.8,-3.0,83.64,0.0,0.0,,0.0,0.0,17.5,13.3,54.0,1021.0,83.4,16.2,0.0,0,0,0,1,0,0
17,61.0,61.0,2025-02-16 06:00:00,2025-02-16 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 06:00:00,-0.5,-4.1,-3.3,81.43,0.0,0.0,,0.0,0.0,14.3,10.6,62.0,1021.1,99.4,24.7,0.0,0,0,1,0,0,0
18,68.0,68.0,2025-02-16 07:00:00,2025-02-16 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 07:00:00,-1.1,-4.9,-4.1,80.56,0.0,0.0,,0.0,0.0,21.4,10.8,60.0,1021.0,90.9,37.0,0.0,0,0,1,0,0,0
19,75.0,75.0,2025-02-16 08:00:00,2025-02-16 09:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 08:00:00,-0.9,-5.3,-3.9,80.05,0.0,0.0,,0.0,0.0,18.1,14.1,52.0,1021.4,91.4,33.8,10.0,0,0,1,0,0,0
20,72.0,72.0,2025-02-16 09:00:00,2025-02-16 10:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 09:00:00,-1.1,-6.9,-3.8,81.88,0.0,0.0,,0.0,0.0,27.4,21.6,61.0,1022.6,50.0,18.0,35.0,0,0,0,1,0,0
21,70.0,70.0,2025-02-16 10:00:00,2025-02-16 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 10:00:00,0.2,-4.7,-3.4,76.61,0.0,0.0,,0.0,0.0,28.5,17.9,62.0,1022.1,93.7,25.5,194.0,2,0,1,0,0,0
22,70.0,70.0,2025-02-16 11:00:00,2025-02-16 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 11:00:00,1.6,-3.4,-4.1,65.82,0.0,0.0,,0.0,0.0,28.7,21.4,71.0,1022.2,92.6,34.3,253.0,3,0,1,0,0,0
23,68.0,68.0,2025-02-16 12:00:00,2025-02-16 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 12:00:00,2.2,-2.7,-4.8,59.78,0.0,0.0,,0.0,0.0,35.2,21.7,82.0,1022.3,52.5,35.1,373.0,4,0,0,1,0,0
24,74.0,74.0,2025-02-16 13:00:00,2025-02-16 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 13:00:00,3.2,-1.1,-5.0,55.03,0.0,0.0,,0.0,0.0,36.0,18.7,97.0,1021.8,46.0,35.0,309.0,3,0,0,1,0,0
25,83.0,83.0,2025-02-16 14:00:00,2025-02-16 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 14:00:00,4.0,-0.4,-5.5,49.95,0.0,0.0,,0.0,0.0,32.2,22.1,96.0,1021.8,30.0,35.4,404.0,4,0,0,1,0,0
26,66.0,66.0,2025-02-16 15:00:00,2025-02-16 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 15:00:00,4.1,0.0,-5.6,49.36,0.0,0.0,,0.0,0.0,32.4,19.2,93.0,1021.6,2.2,34.9,330.0,3,1,0,0,0,0
27,56.0,65.0,2025-02-16 16:00:00,2025-02-16 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 16:00:00,4.1,-0.3,-4.4,53.97,0.0,0.0,,0.0,0.0,32.5,21.5,62.0,1022.0,0.3,43.9,230.0,2,1,0,0,0,0
28,71.0,71.0,2025-02-16 17:00:00,2025-02-16 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 17:00:00,3.3,-1.5,-4.3,57.33,0.0,0.0,,0.0,0.0,32.3,23.6,62.0,1022.2,0.0,43.1,50.0,1,1,0,0,0,0
29,68.0,68.0,2025-02-16 18:00:00,2025-02-16 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 18:00:00,2.4,-1.8,-4.1,62.0,0.0,0.0,,0.0,0.0,21.7,17.2,60.0,1022.5,0.0,43.3,0.0,0,1,0,0,0,0
30,63.0,63.0,2025-02-16 19:00:00,2025-02-16 20:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 19:00:00,1.3,-3.1,-3.4,70.42,0.0,0.0,,0.0,0.0,28.8,17.1,51.0,1023.2,0.0,23.5,0.0,0,1,0,0,0,0
31,61.0,61.0,2025-02-16 20:00:00,2025-02-16 21:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 20:00:00,0.6,-4.0,-3.4,74.24,0.0,0.0,,0.0,0.0,25.1,17.1,60.0,1023.4,0.0,19.0,0.0,0,1,0,0,0,0
32,56.0,56.0,2025-02-16 21:00:00,2025-02-16 22:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 21:00:00,0.0,-4.8,-3.5,77.35,0.0,0.0,,0.0,0.0,25.0,17.2,69.0,1023.5,0.0,19.5,0.0,0,1,0,0,0,0
33,54.0,54.0,2025-02-16 22:00:00,2025-02-16 23:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 22:00:00,-0.6,-4.8,-3.7,79.32,0.0,0.0,,0.0,0.0,22.0,13.8,69.0,1023.9,0.0,19.5,0.0,0,1,0,0,0,0
34,56.0,56.0,2025-02-16 23:00:00,2025-02-17 00:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-16 23:00:00,-1.0,-5.4,-4.3,78.66,0.0,0.0,,0.0,0.0,18.1,13.7,60.0,1023.9,0.3,21.8,0.0,0,1,0,0,0,0
35,58.0,58.0,2025-02-17 00:00:00,2025-02-17 01:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 00:00:00,-1.8,-5.7,-4.7,80.36,0.0,0.0,,0.0,0.0,14.3,10.8,67.0,1024.0,1.6,21.9,0.0,0,1,0,0,0,0
36,57.0,57.0,2025-02-17 01:00:00,2025-02-17 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 01:00:00,-2.3,-5.4,-4.9,82.37,0.0,0.0,,0.0,0.0,31.4,7.7,58.0,1024.1,44.9,20.1,0.0,0,0,0,1,0,0
37,56.0,56.0,2025-02-17 02:00:00,2025-02-17 03:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 02:00:00,-2.8,-6.7,-5.1,84.02,0.0,0.0,,0.0,0.0,14.5,10.3,59.0,1024.1,12.4,19.3,0.0,0,1,0,0,0,0
38,56.0,56.0,2025-02-17 03:00:00,2025-02-17 04:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 03:00:00,-3.1,-7.1,-5.2,85.66,0.0,0.0,,0.0,0.0,14.2,10.4,60.0,1024.1,88.0,17.0,0.0,0,0,0,1,0,0
39,55.0,55.0,2025-02-17 04:00:00,2025-02-17 05:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 04:00:00,-3.7,-7.7,-5.5,87.31,0.0,0.0,,0.0,0.0,14.5,10.2,59.0,1024.2,45.6,15.1,0.0,0,0,0,1,0,0
40,67.0,67.0,2025-02-17 05:00:00,2025-02-17 06:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 05:00:00,-4.0,-7.1,-5.7,87.96,0.0,0.0,,0.0,0.0,14.4,7.3,60.0,1024.3,1.6,16.6,0.0,0,1,0,0,0,0
41,78.0,78.0,2025-02-17 06:00:00,2025-02-17 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 06:00:00,-4.4,-7.5,-5.8,89.73,0.0,0.0,,0.0,0.0,10.9,7.1,58.0,1024.4,11.0,14.0,0.0,0,1,0,0,0,0
42,75.0,75.0,2025-02-17 07:00:00,2025-02-17 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 07:00:00,-4.5,-7.6,-5.7,91.09,0.0,0.0,,0.0,0.0,11.2,7.1,68.0,1024.3,2.1,12.6,0.0,0,1,0,0,0,0
43,76.0,76.0,2025-02-17 08:00:00,2025-02-17 09:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 08:00:00,-4.4,-8.5,-5.5,91.63,0.0,0.0,,0.0,0.0,13.9,10.1,69.0,1024.6,1.8,10.0,16.0,0,1,0,0,0,0
44,68.0,68.0,2025-02-17 09:00:00,2025-02-17 10:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 09:00:00,-2.9,-5.8,-4.8,86.66,0.0,0.0,,0.0,0.0,12.6,7.1,62.0,1024.9,2.4,11.8,149.0,1,1,0,0,0,0
45,72.0,72.0,2025-02-17 10:00:00,2025-02-17 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 10:00:00,-1.0,-3.7,-4.4,77.73,0.0,0.0,,0.0,0.0,11.1,7.6,95.0,1024.8,2.7,16.5,281.0,3,1,0,0,0,0
46,81.0,81.0,2025-02-17 11:00:00,2025-02-17 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 11:00:00,0.4,-2.2,-4.3,70.84,0.0,0.0,,0.0,0.0,11.1,7.7,81.0,1024.8,2.2,18.1,383.0,4,1,0,0,0,0
47,73.0,73.0,2025-02-17 12:00:00,2025-02-17 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 12:00:00,2.1,-0.2,-3.8,65.06,0.0,0.0,,0.0,0.0,11.4,7.9,61.0,1025.1,1.8,22.6,449.0,4,1,0,0,0,0
48,69.0,69.0,2025-02-17 13:00:00,2025-02-17 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 13:00:00,3.0,0.8,-4.6,57.29,0.0,0.0,,0.0,0.0,21.5,8.1,103.0,1024.5,1.8,30.3,472.0,5,1,0,0,0,0
49,71.0,71.0,2025-02-17 14:00:00,2025-02-17 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 14:00:00,3.5,0.1,-5.5,51.47,0.0,0.0,,0.0,0.0,21.8,14.4,81.0,1024.1,1.8,27.8,442.0,4,1,0,0,0,0
50,74.0,74.0,2025-02-17 15:00:00,2025-02-17 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 15:00:00,3.8,0.4,-5.6,50.41,0.0,0.0,,0.0,0.0,22.4,14.4,79.0,1023.4,0.0,30.8,356.0,4,1,0,0,0,0
51,76.0,76.0,2025-02-17 16:00:00,2025-02-17 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 16:00:00,3.6,0.1,-6.3,48.41,0.0,0.0,,0.0,0.0,22.4,14.4,87.0,1023.2,0.0,39.1,239.0,2,1,0,0,0,0
52,78.0,78.0,2025-02-17 17:00:00,2025-02-17 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 17:00:00,2.7,-0.9,-6.4,51.09,0.0,0.0,,0.0,0.0,21.5,14.2,79.0,1023.2,0.0,33.6,55.0,1,1,0,0,0,0
53,83.0,83.0,2025-02-17 18:00:00,2025-02-17 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 18:00:00,1.2,-1.9,-6.1,58.24,0.0,0.0,,0.0,0.0,18.2,10.2,70.0,1023.6,1.6,34.1,0.0,0,1,0,0,0,0
54,75.0,75.0,2025-02-17 19:00:00,2025-02-17 20:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 19:00:00,-1.2,-4.0,-6.5,67.33,0.0,0.0,,0.0,0.0,31.4,7.6,41.0,1024.2,13.2,33.9,0.0,0,1,0,0,0,0
55,79.0,79.0,2025-02-17 20:00:00,2025-02-17 21:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 20:00:00,-0.4,-4.6,-6.5,63.62,0.0,0.0,,0.0,0.0,17.5,13.4,58.0,1024.4,77.1,37.9,0.0,0,0,0,1,0,0
56,64.0,64.0,2025-02-17 21:00:00,2025-02-17 22:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 21:00:00,-1.1,-4.7,-6.5,66.59,0.0,0.0,,0.0,0.0,17.8,10.3,58.0,1025.0,93.8,33.3,0.0,0,0,1,0,0,0
57,66.0,66.0,2025-02-17 22:00:00,2025-02-17 23:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 22:00:00,-1.8,-5.5,-6.6,69.81,0.0,0.0,,0.0,0.0,17.8,10.2,58.0,1025.1,72.3,28.8,0.0,0,0,0,1,0,0
58,63.0,63.0,2025-02-17 23:00:00,2025-02-18 00:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-17 23:00:00,-3.1,-6.2,-7.0,74.34,0.0,0.0,,0.0,0.0,11.1,7.4,49.0,1025.0,0.3,22.5,0.0,0,1,0,0,0,0
59,59.0,59.0,2025-02-18 00:00:00,2025-02-18 01:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 00:00:00,-3.4,-7.4,-6.8,77.28,0.0,0.0,,0.0,0.0,14.5,10.2,59.0,1024.7,42.4,21.4,0.0,0,0,0,1,0,0
60,59.0,59.0,2025-02-18 01:00:00,2025-02-18 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 01:00:00,-3.8,-7.0,-6.9,78.72,0.0,0.0,,0.0,0.0,11.7,7.8,61.0,1024.9,1.2,19.5,0.0,0,1,0,0,0,0
61,56.0,56.0,2025-02-18 02:00:00,2025-02-18 03:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 02:00:00,-3.9,-7.0,-6.8,80.43,0.0,0.0,,0.0,0.0,11.2,7.2,61.0,1025.0,3.5,18.6,0.0,0,1,0,0,0,0
62,56.0,56.0,2025-02-18 03:00:00,2025-02-18 04:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 03:00:00,-4.0,-7.1,-6.7,81.17,0.0,0.0,,0.0,0.0,11.0,7.3,68.0,1025.3,2.8,17.1,0.0,0,1,0,0,0,0
63,56.0,56.0,2025-02-18 04:00:00,2025-02-18 05:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 04:00:00,-3.9,-8.1,-6.7,80.77,0.0,0.0,,0.0,0.0,14.4,10.3,70.0,1025.0,89.8,15.1,0.0,0,0,0,1,0,0
64,58.0,58.0,2025-02-18 05:00:00,2025-02-18 06:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 05:00:00,-3.6,-7.8,-6.5,80.34,0.0,0.0,,0.0,0.0,17.4,10.6,79.0,1024.6,37.5,16.7,0.0,0,0,0,1,0,0
65,60.0,60.0,2025-02-18 06:00:00,2025-02-18 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 06:00:00,-4.0,-7.0,-6.5,82.31,0.0,0.0,,0.0,0.0,14.2,7.1,80.0,1025.0,86.3,15.7,0.0,0,0,0,1,0,0
66,89.0,89.0,2025-02-18 07:00:00,2025-02-18 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 07:00:00,-4.1,-8.4,-6.7,82.24,0.0,0.0,,0.0,0.0,17.8,10.5,78.0,1025.3,30.3,13.9,0.0,0,0,0,1,0,0
67,75.5,77.5,2025-02-18 08:00:00,2025-02-18 09:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-18 08:00:00,-4.1,-7.4,-6.7,82.28,0.0,0.0,,0.0,0.0,14.2,7.6,80.0,1025.9,91.9,14.0,20.0,0,0,1,0,0,0
68,70.0,72.0,2025-02-18 09:00:00,2025-02-18 10:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-18 09:00:00,-2.4,-7.2,-6.1,75.66,0.0,0.0,,0.0,0.0,18.0,14.2,90.0,1025.9,100.0,16.3,128.0,1,0,1,0,0,0
69,80.0,80.0,2025-02-18 10:00:00,2025-02-18 11:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-18 10:00:00,-1.2,-5.8,-6.0,69.73,0.0,0.0,,0.0,0.0,21.7,14.6,90.0,1026.2,18.7,16.8,290.0,3,1,0,0,0,0
70,83.5,83.5,2025-02-18 11:00:00,2025-02-18 12:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-18 11:00:00,0.7,-3.5,-5.8,61.79,0.0,0.0,,0.0,0.0,25.2,15.0,91.0,1026.2,60.0,24.7,377.0,4,0,0,1,0,0
71,85.5,85.5,2025-02-18 12:00:00,2025-02-18 13:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-18 12:00:00,1.7,-3.2,-6.7,53.69,0.0,0.0,,0.0,0.0,32.3,21.2,99.0,1026.2,80.8,27.0,458.0,5,0,0,1,0,0
72,91.5,91.5,2025-02-18 13:00:00,2025-02-18 14:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-18 13:00:00,2.6,-1.8,-6.3,51.86,0.0,0.0,,0.0,0.0,35.8,18.4,108.0,1025.9,13.3,27.6,472.0,5,1,0,0,0,0
73,88.0,88.0,2025-02-18 14:00:00,2025-02-18 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 14:00:00,2.8,-1.4,-6.9,48.64,0.0,0.0,,0.0,0.0,32.5,18.4,97.0,1025.2,23.9,28.8,439.0,4,0,0,1,0,0
74,68.0,68.0,2025-02-18 16:00:00,2025-02-18 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 16:00:00,3.2,-0.9,-7.6,44.88,0.0,0.0,,0.0,0.0,26.3,18.3,99.0,1024.6,72.9,29.0,259.0,3,0,0,1,0,0
75,72.0,72.0,2025-02-18 17:00:00,2025-02-18 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 17:00:00,3.0,-1.2,-7.9,44.76,0.0,0.0,,0.0,0.0,28.9,18.1,97.0,1024.2,68.7,29.5,84.0,1,0,0,1,0,0
76,69.0,69.0,2025-02-18 18:00:00,2025-02-18 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 18:00:00,2.3,-1.5,-7.2,49.33,0.0,0.0,,0.0,0.0,22.6,14.5,82.0,1024.1,52.0,29.2,0.0,0,0,0,1,0,0
77,64.0,64.0,2025-02-18 19:00:00,2025-02-18 20:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 19:00:00,1.2,-2.9,-6.7,55.9,0.0,0.0,,0.0,0.0,22.9,14.6,83.0,1024.2,4.9,28.0,0.0,0,1,0,0,0,0
78,65.0,65.0,2025-02-18 20:00:00,2025-02-18 21:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 20:00:00,0.6,-3.0,-6.8,57.68,0.0,0.0,,0.0,0.0,15.6,12.0,90.0,1024.4,5.5,29.7,0.0,0,1,0,0,0,0
79,65.0,65.0,2025-02-18 21:00:00,2025-02-18 22:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 21:00:00,0.5,-3.1,-6.7,58.14,0.0,0.0,,0.0,0.0,19.0,11.8,99.0,1024.2,51.4,29.0,0.0,0,0,0,1,0,0
80,60.0,62.0,2025-02-18 22:00:00,2025-02-18 23:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 22:00:00,0.2,-3.4,-6.6,60.11,0.0,0.0,,0.0,0.0,19.1,11.5,99.0,1024.2,48.3,29.2,0.0,0,0,0,1,0,0
81,57.0,57.0,2025-02-18 23:00:00,2025-02-19 00:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-18 23:00:00,0.0,-3.7,-6.4,62.08,0.0,0.0,,0.0,0.0,21.9,11.7,99.0,1024.0,79.4,27.5,0.0,0,0,0,1,0,0
82,58.0,58.0,2025-02-19 00:00:00,2025-02-19 01:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 00:00:00,0.0,-4.8,-6.3,62.43,0.0,0.0,,0.0,0.0,28.5,17.3,99.0,1023.5,76.2,24.4,0.0,0,0,0,1,0,0
83,58.0,58.0,2025-02-19 01:00:00,2025-02-19 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 01:00:00,-0.2,-4.6,-6.4,63.29,0.0,0.0,,0.0,0.0,28.6,14.6,99.0,1023.4,93.1,22.7,0.0,0,0,1,0,0,0
84,57.0,57.0,2025-02-19 02:00:00,2025-02-19 03:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 02:00:00,0.0,-4.3,-6.5,61.57,0.0,0.0,,0.0,0.0,22.5,15.0,99.0,1023.3,94.1,26.1,0.0,0,0,1,0,0,0
85,56.0,56.0,2025-02-19 03:00:00,2025-02-19 04:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 03:00:00,0.0,-4.4,-7.1,59.03,0.0,0.0,,0.0,0.0,25.6,14.7,100.0,1023.0,93.8,29.0,0.0,0,0,1,0,0,0
86,57.0,57.0,2025-02-19 04:00:00,2025-02-19 05:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 04:00:00,-0.5,-4.9,-7.3,60.09,0.0,0.0,,0.0,0.0,22.8,14.7,99.0,1022.5,86.6,33.1,0.0,0,0,0,1,0,0
87,57.0,57.0,2025-02-19 05:00:00,2025-02-19 06:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 05:00:00,-0.6,-5.1,-7.6,59.06,0.0,0.0,,0.0,0.0,22.1,14.7,99.0,1022.3,94.4,33.1,0.0,0,0,1,0,0,0
