Unnamed: 0,heart_rate_min,heart_rate_max,date_time_start_hourly,date_time_end_hourly,time_offset,sample_size,location,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,Clear,Overcast,Partially cloudy,Rain,Snow
88,60.0,60.0,2025-02-19 06:00:00,2025-02-19 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 06:00:00,-0.9,-5.4,-7.6,60.73,0.0,0.0,,0.0,0.0,22.4,14.5,100.0,1022.3,97.2,33.1,0.0,0,0,1,0,0,0
89,77.5,77.5,2025-02-19 07:00:00,2025-02-19 08:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-19 07:00:00,-1.0,-5.5,-7.6,60.72,0.0,0.0,,0.0,0.0,29.2,14.7,100.0,1022.0,99.4,33.1,0.0,0,0,1,0,0,0
90,73.5,73.5,2025-02-19 08:00:00,2025-02-19 09:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-19 08:00:00,-0.9,-5.5,-7.8,59.6,0.0,0.0,,0.0,0.0,25.5,14.7,116.0,1022.0,97.2,28.3,21.0,0,0,1,0,0,0
91,78.5,78.5,2025-02-19 09:00:00,2025-02-19 10:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-19 09:00:00,-0.3,-4.8,-7.6,57.95,0.0,0.0,,0.0,0.0,21.6,15.1,109.0,1022.2,97.1,29.9,95.0,1,0,1,0,0,0
92,75.0,83.33333333333333,2025-02-19 10:00:00,2025-02-19 11:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-19 10:00:00,0.6,-4.2,-7.7,53.77,0.0,0.0,,0.0,0.0,29.0,17.9,118.0,1022.0,97.2,28.4,191.0,2,0,1,0,0,0
93,79.0,86.33333333333333,2025-02-19 11:00:00,2025-02-19 12:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-19 11:00:00,1.6,-2.9,-7.7,50.12,0.0,0.0,,0.0,0.0,28.9,18.4,109.0,1022.0,97.2,25.5,285.0,3,0,1,0,0,0
94,80.66666666666667,89.66666666666667,2025-02-19 12:00:00,2025-02-19 13:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-19 12:00:00,2.8,-1.4,-7.4,47.14,0.0,0.0,,0.0,0.0,25.6,18.2,109.0,1022.0,97.2,29.8,339.0,3,0,1,0,0,0
95,85.33333333333333,91.66666666666669,2025-02-19 13:00:00,2025-02-19 14:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-19 13:00:00,4.2,0.7,-7.0,44.13,0.0,0.0,,0.0,0.0,25.8,15.1,100.0,1021.7,99.4,28.5,386.0,4,0,1,0,0,0
96,87.66666666666667,96.0,2025-02-19 14:00:00,2025-02-19 15:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-19 14:00:00,4.8,1.1,-6.7,43.27,0.0,0.0,,0.0,0.0,25.5,18.1,109.0,1021.0,99.4,29.5,435.0,4,0,1,0,0,0
97,80.0,93.5,2025-02-19 15:00:00,2025-02-19 16:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-19 15:00:00,5.3,1.8,-6.5,42.36,0.0,0.0,,0.0,0.0,25.3,17.2,119.0,1020.9,99.4,25.9,340.0,3,0,1,0,0,0
98,77.0,88.0,2025-02-19 16:00:00,2025-02-19 17:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-19 16:00:00,5.5,2.5,-6.0,43.32,0.0,0.0,,0.0,0.0,22.9,14.4,118.0,1020.7,97.2,26.7,108.0,1,0,1,0,0,0
99,85.5,95.5,2025-02-19 17:00:00,2025-02-19 18:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-19 17:00:00,4.5,1.8,-5.7,47.58,0.0,0.0,,0.0,0.0,18.1,11.0,125.0,1020.8,98.8,33.5,35.0,0,0,1,0,0,0
100,86.0,99.5,2025-02-19 18:00:00,2025-02-19 19:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-19 18:00:00,3.8,1.8,-5.4,51.07,0.0,0.0,,0.0,0.0,14.8,7.8,117.0,1020.7,99.4,29.2,0.0,0,0,1,0,0,0
101,83.0,83.0,2025-02-19 19:00:00,2025-02-19 20:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 19:00:00,3.6,0.9,-5.1,53.08,0.0,0.0,,0.0,0.0,28.9,10.7,117.0,1020.7,99.4,25.8,0.0,0,0,1,0,0,0
102,79.0,79.0,2025-02-19 20:00:00,2025-02-19 21:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 20:00:00,3.4,0.1,-4.5,56.1,0.0,0.0,,0.0,0.0,17.9,13.4,128.0,1020.8,100.0,28.6,0.0,0,0,1,0,0,0
103,72.0,72.0,2025-02-19 21:00:00,2025-02-19 22:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 21:00:00,3.0,0.2,-3.8,60.97,0.0,0.0,,0.0,0.0,17.9,10.7,129.0,1021.0,99.4,25.0,0.0,0,0,1,0,0,0
104,71.0,71.0,2025-02-19 22:00:00,2025-02-19 23:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 22:00:00,2.7,-0.2,-3.1,65.5,0.0,0.0,,0.0,0.0,18.0,10.6,129.0,1021.1,99.4,20.4,0.0,0,0,1,0,0,0
105,65.0,66.0,2025-02-19 23:00:00,2025-02-20 00:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-19 23:00:00,2.1,-0.9,-2.8,70.09,0.0,0.0,,0.0,0.0,17.6,10.4,128.0,1020.9,78.2,16.6,0.0,0,0,0,1,0,0
106,64.0,64.0,2025-02-20 00:00:00,2025-02-20 01:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 00:00:00,1.6,-1.5,-2.7,73.47,0.0,0.0,,0.0,0.0,17.6,10.2,137.0,1020.9,31.5,16.6,0.0,0,0,0,1,0,0
107,65.0,65.0,2025-02-20 01:00:00,2025-02-20 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 01:00:00,1.4,-1.7,-2.4,76.18,0.0,0.0,,0.0,0.0,17.9,10.0,128.0,1020.9,96.6,14.9,0.0,0,0,1,0,0,0
108,62.0,62.0,2025-02-20 02:00:00,2025-02-20 03:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 02:00:00,1.8,-1.1,-2.1,75.32,0.0,0.0,,0.0,0.0,17.5,9.7,137.0,1021.1,98.9,14.9,0.0,0,0,1,0,0,0
109,61.0,61.0,2025-02-20 03:00:00,2025-02-20 04:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 03:00:00,1.5,-0.6,-1.8,78.5,0.0,0.0,,0.0,0.0,14.1,6.8,129.0,1020.9,96.5,13.8,0.0,0,0,1,0,0,0
110,62.0,62.0,2025-02-20 04:00:00,2025-02-20 05:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 04:00:00,2.2,-0.7,-1.0,79.12,0.0,0.0,,0.0,0.0,17.6,10.1,139.0,1020.1,97.6,13.8,0.0,0,0,1,0,0,0
111,61.0,61.0,2025-02-20 05:00:00,2025-02-20 06:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 05:00:00,2.3,-0.5,-0.7,80.88,0.0,0.0,,0.0,0.0,17.5,9.7,159.0,1020.2,88.0,12.1,0.0,0,0,0,1,0,0
112,83.0,83.0,2025-02-20 06:00:00,2025-02-20 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 06:00:00,3.1,-0.2,0.1,80.9,0.0,0.0,,0.0,0.0,17.7,12.8,150.0,1020.1,99.5,11.1,0.0,0,0,1,0,0,0
113,111.0,111.0,2025-02-20 07:00:00,2025-02-20 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 07:00:00,3.9,0.7,1.2,82.4,0.0,0.0,,0.0,0.0,17.9,12.9,160.0,1020.3,99.0,11.1,0.0,0,0,1,0,0,0
114,99.0,99.0,2025-02-20 08:00:00,2025-02-20 09:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 08:00:00,4.7,2.3,2.1,82.76,0.0,0.0,,0.0,0.0,14.1,10.4,161.0,1020.4,99.4,10.9,13.0,0,0,1,0,0,0
115,82.0,97.5,2025-02-20 09:00:00,2025-02-20 10:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-20 09:00:00,6.6,4.3,3.8,82.44,0.0,0.0,,0.0,0.0,14.4,11.3,169.0,1020.3,90.9,10.2,86.0,1,0,1,0,0,0
116,77.0,92.0,2025-02-20 10:00:00,2025-02-20 11:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-20 10:00:00,8.1,5.7,5.5,83.56,0.0,0.0,,0.0,0.0,17.8,13.8,179.0,1020.3,99.4,10.1,134.0,1,0,1,0,0,0
117,85.5,93.0,2025-02-20 11:00:00,2025-02-20 12:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-20 11:00:00,10.4,10.4,7.1,80.05,0.0,0.0,,0.0,0.0,21.8,14.6,181.0,1020.4,99.4,12.0,329.0,3,0,1,0,0,0
118,84.5,95.0,2025-02-20 12:00:00,2025-02-20 13:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-20 12:00:00,11.3,11.3,7.2,76.13,0.0,0.0,,0.0,0.0,27.9,17.3,190.0,1020.5,97.1,14.6,222.0,2,0,1,0,0,0
119,88.33333333333333,100.0,2025-02-20 13:00:00,2025-02-20 14:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-20 13:00:00,12.1,12.1,7.3,72.32,0.0,0.0,,0.0,0.0,35.0,18.1,193.0,1020.0,99.4,17.9,179.0,2,0,1,0,0,0
120,86.33333333333333,97.33333333333331,2025-02-20 14:00:00,2025-02-20 15:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-20 14:00:00,12.3,12.3,7.8,74.05,0.0,0.0,,0.0,0.0,28.6,21.0,201.0,1020.4,98.8,18.1,149.0,1,0,1,0,0,0
121,79.0,103.0,2025-02-20 15:00:00,2025-02-20 16:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-20 15:00:00,12.2,12.2,8.2,76.63,0.0,0.0,,0.0,0.0,25.8,17.7,202.0,1020.3,99.4,17.5,155.0,2,0,1,0,0,0
122,83.66666666666667,90.33333333333331,2025-02-20 16:00:00,2025-02-20 17:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-20 16:00:00,12.4,12.4,8.9,79.27,0.0,0.0,,0.0,0.0,26.0,17.7,201.0,1020.3,99.4,19.9,36.0,0,0,1,0,0,0
123,88.5,88.5,2025-02-20 17:00:00,2025-02-20 18:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-20 17:00:00,11.8,11.8,9.1,83.83,0.0,0.0,,0.0,0.0,26.1,17.8,209.0,1020.9,98.5,22.1,22.0,0,0,1,0,0,0
124,93.0,93.0,2025-02-20 18:00:00,2025-02-20 19:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 18:00:00,10.8,10.8,9.2,89.41,0.0,0.0,,0.0,0.0,25.5,14.2,190.0,1020.7,99.5,14.8,0.0,0,0,1,0,0,0
125,85.5,85.5,2025-02-20 19:00:00,2025-02-20 20:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-20 19:00:00,10.8,10.8,9.1,89.8,0.0,0.0,,0.0,0.0,21.4,14.2,180.0,1020.9,100.0,19.2,0.0,0,0,1,0,0,0
126,90.5,90.5,2025-02-20 20:00:00,2025-02-20 21:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-20 20:00:00,10.1,10.1,8.1,87.39,0.0,0.0,,0.0,0.0,30.2,11.2,180.0,1020.0,90.0,10.0,0.0,0,0,0,1,0,0
127,81.5,81.5,2025-02-20 21:00:00,2025-02-20 22:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-20 21:00:00,11.1,11.1,8.1,81.76,0.0,0.0,,0.0,0.0,30.2,5.4,310.0,1021.0,100.0,10.0,0.0,0,0,1,0,0,0
128,83.33333333333333,83.33333333333333,2025-02-20 22:00:00,2025-02-20 23:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-20 22:00:00,11.3,11.3,8.7,84.01,0.0,0.0,,0.0,0.0,21.6,14.4,200.0,1021.2,100.0,29.9,0.0,0,0,1,0,0,0
129,59.0,59.0,2025-02-20 23:00:00,2025-02-21 00:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-20 23:00:00,10.8,10.8,8.6,86.17,0.0,0.0,,0.0,0.0,21.4,14.0,191.0,1021.4,99.4,26.5,0.0,0,0,1,0,0,0
130,61.0,61.0,2025-02-21 00:00:00,2025-02-21 01:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 00:00:00,11.1,11.1,8.6,84.87,0.0,0.0,,0.0,0.0,21.1,13.7,183.0,1021.6,99.4,22.6,0.0,0,0,1,0,0,0
131,62.0,62.0,2025-02-21 01:00:00,2025-02-21 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 01:00:00,10.8,10.8,8.8,87.66,0.0,0.0,,0.0,0.0,28.1,11.1,190.0,1021.8,100.0,26.8,0.0,0,0,1,0,0,0
132,62.0,62.0,2025-02-21 02:00:00,2025-02-21 03:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 02:00:00,10.8,10.8,9.0,88.84,0.0,0.0,,0.0,0.0,17.9,14.1,173.0,1021.3,99.1,28.2,0.0,0,0,1,0,0,0
133,60.0,60.0,2025-02-21 03:00:00,2025-02-21 04:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 03:00:00,10.6,10.6,8.9,89.17,0.0,0.0,,0.0,0.0,17.7,11.2,172.0,1020.8,99.4,26.5,0.0,0,0,1,0,0,0
134,58.0,58.0,2025-02-21 04:00:00,2025-02-21 05:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 04:00:00,10.3,10.3,9.1,92.46,0.0,0.0,,0.0,0.0,21.3,13.6,172.0,1020.2,99.4,23.2,0.0,0,0,1,0,0,0
135,59.0,59.0,2025-02-21 05:00:00,2025-02-21 06:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 05:00:00,9.7,8.1,8.8,94.13,0.0,0.0,,0.0,0.0,14.7,10.7,162.0,1019.8,99.4,17.9,0.0,0,0,1,0,0,0
136,63.0,63.0,2025-02-21 06:00:00,2025-02-21 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 06:00:00,9.2,7.6,8.6,95.88,0.0,0.0,,0.0,0.0,14.5,10.8,155.0,1019.5,99.4,15.2,0.0,0,0,1,0,0,0
137,64.0,64.0,2025-02-21 07:00:00,2025-02-21 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 07:00:00,10.1,10.1,8.8,91.13,0.0,0.0,,0.0,0.0,21.5,13.5,162.0,1019.3,99.4,20.8,0.0,0,0,1,0,0,0
138,73.0,73.0,2025-02-21 08:00:00,2025-02-21 09:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 08:00:00,10.4,10.4,8.8,89.5,0.0,0.0,,0.0,0.0,18.1,10.8,171.0,1019.9,99.4,24.1,14.0,0,0,1,0,0,0
139,77.0,90.0,2025-02-21 09:00:00,2025-02-21 10:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-21 09:00:00,11.4,11.4,9.1,86.19,0.0,0.0,,0.0,0.0,23.0,10.7,162.0,1019.7,99.4,29.2,105.0,1,0,1,0,0,0
140,73.5,86.5,2025-02-21 10:00:00,2025-02-21 11:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-21 10:00:00,12.9,12.9,9.4,79.09,0.0,0.0,,0.0,0.0,18.3,14.3,162.0,1019.3,99.4,34.8,148.0,1,0,1,0,0,0
141,105.33333333333331,113.66666666666669,2025-02-21 11:00:00,2025-02-21 12:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-21 11:00:00,14.2,14.2,9.4,72.63,0.0,0.0,,0.0,0.0,25.1,17.4,163.0,1019.0,98.3,30.0,123.0,1,0,1,0,0,0
142,96.33333333333331,118.33333333333331,2025-02-21 12:00:00,2025-02-21 13:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-21 12:00:00,16.9,16.9,9.6,61.78,0.0,0.0,,0.0,0.0,28.4,17.9,170.0,1018.4,98.3,30.9,444.0,4,0,1,0,0,0
143,85.33333333333333,99.66666666666669,2025-02-21 13:00:00,2025-02-21 14:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-21 13:00:00,17.9,17.9,8.6,54.51,0.0,0.0,,0.0,0.0,35.8,18.6,171.0,1017.4,90.5,31.0,412.0,4,0,1,0,0,0
144,78.33333333333333,80.33333333333333,2025-02-21 14:00:00,2025-02-21 15:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-21 14:00:00,18.4,18.4,7.9,50.44,0.0,0.0,,0.0,0.0,38.9,24.6,171.0,1016.4,95.9,35.0,321.0,3,0,1,0,0,0
145,83.0,92.0,2025-02-21 15:00:00,2025-02-21 16:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-21 15:00:00,18.3,18.3,8.2,51.51,0.0,0.0,,0.0,0.0,36.6,24.3,170.0,1015.8,98.3,39.7,221.0,2,0,1,0,0,0
146,84.0,90.33333333333331,2025-02-21 16:00:00,2025-02-21 17:00:00,UTC+0100,3,Eindhoven,Eindhoven,2025-02-21 16:00:00,17.8,17.8,8.1,52.85,0.0,0.0,,0.0,0.0,36.3,20.8,162.0,1014.9,98.8,44.3,97.0,1,0,1,0,0,0
147,68.5,104.5,2025-02-21 17:00:00,2025-02-21 18:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-21 17:00:00,17.5,17.5,8.2,54.57,0.0,0.0,,0.0,0.0,25.8,14.7,160.0,1014.3,99.4,44.2,76.0,1,0,1,0,0,0
148,82.0,82.0,2025-02-21 18:00:00,2025-02-21 19:00:00,UTC+0100,2,Eindhoven,Eindhoven,2025-02-21 18:00:00,16.3,16.3,7.9,57.44,0.0,0.0,,0.0,0.0,15.3,11.2,158.0,1014.2,97.2,44.0,0.0,0,0,1,0,0,0
149,89.0,89.0,2025-02-21 19:00:00,2025-02-21 20:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 19:00:00,15.6,15.6,8.2,61.29,0.0,0.0,,0.0,0.0,42.3,11.0,150.0,1014.6,100.0,43.3,0.0,0,0,1,0,0,0
150,98.0,98.0,2025-02-21 20:00:00,2025-02-21 21:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 20:00:00,15.0,15.0,8.5,65.17,0.0,0.0,,0.0,0.0,18.6,11.3,150.0,1014.5,100.0,39.4,0.0,0,0,1,0,0,0
151,90.0,90.0,2025-02-21 21:00:00,2025-02-21 22:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 21:00:00,14.5,14.5,8.3,66.44,0.0,0.0,,0.0,0.0,18.4,14.0,151.0,1014.7,100.0,43.1,0.0,0,0,1,0,0,0
152,70.0,70.0,2025-02-21 23:00:00,2025-02-22 00:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-21 23:00:00,13.2,13.2,7.7,69.64,0.0,0.0,,0.0,0.0,21.8,13.7,150.0,1014.0,100.0,38.3,0.0,0,0,1,0,0,0
153,68.0,68.0,2025-02-22 00:00:00,2025-02-22 01:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 00:00:00,12.6,12.6,7.6,71.29,0.0,0.0,,0.0,0.0,18.4,10.8,159.0,1013.7,99.4,33.2,0.0,0,0,1,0,0,0
154,64.0,64.0,2025-02-22 01:00:00,2025-02-22 02:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 01:00:00,11.8,11.8,7.5,74.94,0.0,0.0,,0.0,0.0,18.4,10.7,152.0,1013.5,100.0,33.6,0.0,0,0,1,0,0,0
155,64.0,64.0,2025-02-22 02:00:00,2025-02-22 03:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 02:00:00,10.9,10.9,7.3,78.32,0.0,0.0,,0.0,0.0,14.5,10.5,168.0,1013.1,99.4,28.6,0.0,0,0,1,0,0,0
156,63.0,63.0,2025-02-22 03:00:00,2025-02-22 04:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 03:00:00,11.1,11.1,7.5,78.66,0.003,100.0,rain,0.0,0.0,11.8,8.1,152.0,1012.7,99.7,26.2,0.0,0,0,1,0,1,0
157,66.0,66.0,2025-02-22 04:00:00,2025-02-22 05:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 04:00:00,10.9,10.9,7.3,78.43,0.0,0.0,,0.0,0.0,15.2,11.1,152.0,1012.1,100.0,28.3,0.0,0,0,1,0,0,0
158,62.0,62.0,2025-02-22 05:00:00,2025-02-22 06:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 05:00:00,11.6,11.6,7.2,74.4,0.0,0.0,,0.0,0.0,15.0,11.2,153.0,1011.9,100.0,33.1,0.0,0,0,1,0,0,0
159,82.0,82.0,2025-02-22 06:00:00,2025-02-22 07:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 06:00:00,11.2,11.2,7.5,77.85,0.006,100.0,rain,0.0,0.0,18.0,13.8,170.0,1012.4,100.0,29.4,0.0,0,0,1,0,1,0
160,91.0,91.0,2025-02-22 07:00:00,2025-02-22 08:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 07:00:00,10.5,10.5,7.7,82.58,0.01,100.0,rain,0.0,0.0,21.6,13.9,160.0,1012.5,100.0,26.1,0.0,0,0,1,0,1,0
161,90.0,90.0,2025-02-22 08:00:00,2025-02-22 09:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 08:00:00,9.8,7.8,8.1,89.27,0.162,100.0,rain,0.0,0.0,25.1,14.3,169.0,1013.2,100.0,18.9,4.0,0,0,1,0,1,0
162,87.0,87.0,2025-02-22 09:00:00,2025-02-22 10:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 09:00:00,9.6,7.7,8.5,92.43,0.638,100.0,rain,0.0,0.0,25.2,13.7,161.0,1013.7,100.0,11.4,18.0,0,0,1,0,1,0
163,89.0,89.0,2025-02-22 10:00:00,2025-02-22 11:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 10:00:00,9.6,7.6,8.8,94.15,0.549,100.0,rain,0.0,0.0,18.8,14.0,170.0,1013.9,100.0,16.8,44.0,0,0,1,0,1,0
164,95.0,95.0,2025-02-22 11:00:00,2025-02-22 12:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 11:00:00,10.0,10.0,9.1,93.88,0.336,100.0,rain,0.0,0.0,21.0,13.8,171.0,1013.9,100.0,15.3,56.0,1,0,1,0,1,0
165,98.0,98.0,2025-02-22 12:00:00,2025-02-22 13:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 12:00:00,10.4,10.4,9.3,92.85,0.316,100.0,rain,0.0,0.0,21.3,13.9,171.0,1013.9,100.0,19.8,106.0,1,0,1,0,1,0
166,107.0,107.0,2025-02-22 13:00:00,2025-02-22 14:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 13:00:00,11.2,11.2,9.9,91.7,0.045,100.0,rain,0.0,0.0,25.4,17.2,179.0,1013.9,98.8,27.3,150.0,2,0,1,0,1,0
167,103.0,103.0,2025-02-22 14:00:00,2025-02-22 15:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 14:00:00,12.2,12.2,10.0,86.55,0.0,0.0,,0.0,0.0,22.5,14.9,181.0,1014.2,99.4,42.6,73.0,1,0,1,0,0,0
168,91.0,91.0,2025-02-22 15:00:00,2025-02-22 16:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 15:00:00,12.6,12.6,10.0,83.78,0.0,0.0,,0.0,0.0,22.9,14.9,190.0,1014.2,100.0,29.6,35.0,0,0,1,0,0,0
169,93.0,93.0,2025-02-22 16:00:00,2025-02-22 17:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 16:00:00,11.9,11.9,10.8,93.04,0.392,100.0,rain,0.0,0.0,23.6,12.6,194.0,1014.5,100.0,29.0,86.0,1,0,1,0,1,0
170,97.0,97.0,2025-02-22 17:00:00,2025-02-22 18:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 17:00:00,11.4,11.4,10.2,92.31,0.003,100.0,rain,0.0,0.0,32.0,23.1,227.0,1015.5,100.0,26.3,22.0,0,0,1,0,1,0
171,69.0,70.0,2025-02-22 21:00:00,2025-02-22 22:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 21:00:00,10.2,10.2,9.6,96.24,0.0,0.0,,0.0,0.0,18.4,14.0,241.0,1020.5,97.2,9.2,0.0,0,0,1,0,0,0
172,67.0,67.0,2025-02-22 22:00:00,2025-02-22 23:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 22:00:00,10.1,10.1,9.7,97.32,0.0,0.0,,0.0,0.0,15.6,11.2,233.0,1021.7,98.5,7.4,0.0,0,0,1,0,0,0
173,69.0,69.0,2025-02-22 23:00:00,2025-02-23 00:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-22 23:00:00,9.9,7.9,9.6,97.85,0.0,0.0,,0.0,0.0,21.1,14.1,232.0,1022.9,99.0,6.2,0.0,0,0,1,0,0,0
174,67.0,67.0,2025-02-23 00:00:00,2025-02-23 01:00:00,UTC+0100,1,Eindhoven,Eindhoven,2025-02-23 00:00:00,9.8,7.8,9.4,96.85,0.0,0.0,,0.0,0.0,21.4,14.3,224.0,1023.8,99.4,5.9,0.0,0,0,1,0,0,0
