,heart_rate_min,heart_rate_max,date_time_start_hourly,date_time_end_hourly,time_offset,sample_size,location,datetime,name,temp,uvindex,solarradiation,windspeed,humidity
235,102.5,102.5,2025-02-27 17:00:00,2025-02-27 18:00:00,UTC+0100,2,Eindhoven,2025-02-27 17:00:00,Eindhoven,6.9,0,40.0,17.4,74.39
236,84.0,84.0,2025-02-27 18:00:00,2025-02-27 19:00:00,UTC+0100,1,Eindhoven,2025-02-27 18:00:00,Eindhoven,6.4,0,3.0,17.1,78.06
237,99.0,99.0,2025-02-27 19:00:00,2025-02-27 20:00:00,UTC+0100,1,Eindhoven,2025-02-27 19:00:00,Eindhoven,5.2,0,0.0,20.1,90.84
238,104.0,104.0,2025-02-27 20:00:00,2025-02-27 21:00:00,UTC+0100,1,Eindhoven,2025-02-27 20:00:00,Eindhoven,5.1,0,0.0,17.2,95.98
239,93.0,93.0,2025-02-27 21:00:00,2025-02-27 22:00:00,UTC+0100,1,Eindhoven,2025-02-27 21:00:00,Eindhoven,5.1,0,0.0,8.2,98.71
240,79.0,79.0,2025-02-27 22:00:00,2025-02-27 23:00:00,UTC+0100,1,Eindhoven,2025-02-27 22:00:00,Eindhoven,5.6,0,0.0,10.6,97.75
241,81.0,81.0,2025-02-27 23:00:00,2025-02-28 00:00:00,UTC+0100,1,Eindhoven,2025-02-27 23:00:00,Eindhoven,5.5,0,0.0,11.0,97.32
242,80.0,80.0,2025-02-28 00:00:00,2025-02-28 01:00:00,UTC+0100,1,Eindhoven,2025-02-28 00:00:00,Eindhoven,4.9,0,0.0,13.7,94.56
243,66.0,74.0,2025-03-03 09:00:00,2025-03-03 10:00:00,UTC+0100,1,Eindhoven,2025-03-03 09:00:00,Eindhoven,0.5,2,211.0,0.1,99.41
244,70.0,70.0,2025-03-03 10:00:00,2025-03-03 11:00:00,UTC+0100,1,Eindhoven,2025-03-03 10:00:00,Eindhoven,4.5,4,367.0,3.5,83.31
245,71.0,71.0,2025-03-03 11:00:00,2025-03-03 12:00:00,UTC+0100,1,Eindhoven,2025-03-03 11:00:00,Eindhoven,7.7,5,473.0,3.4,70.4
246,77.0,77.0,2025-03-03 12:00:00,2025-03-03 13:00:00,UTC+0100,1,Eindhoven,2025-03-03 12:00:00,Eindhoven,9.7,5,532.0,3.7,58.72
247,95.0,95.0,2025-03-03 13:00:00,2025-03-03 14:00:00,UTC+0100,1,Eindhoven,2025-03-03 13:00:00,Eindhoven,10.5,6,553.0,3.7,55.23
248,83.0,83.0,2025-03-03 14:00:00,2025-03-03 15:00:00,UTC+0100,1,Eindhoven,2025-03-03 14:00:00,Eindhoven,10.9,5,522.0,6.5,50.39
249,78.0,78.0,2025-03-03 15:00:00,2025-03-03 16:00:00,UTC+0100,1,Eindhoven,2025-03-03 15:00:00,Eindhoven,11.4,4,427.0,6.8,48.13
250,78.0,78.0,2025-03-04 04:00:00,2025-03-04 05:00:00,UTC+0100,1,Torremolinos,2025-03-04 04:00:00,Torremolinos,11.7,0,0.0,14.8,98.74
251,69.0,72.0,2025-03-04 05:00:00,2025-03-04 06:00:00,UTC+0100,1,Torremolinos,2025-03-04 05:00:00,Torremolinos,11.5,0,0.0,13.8,98.74
252,86.0,86.0,2025-03-04 06:00:00,2025-03-04 07:00:00,UTC+0100,1,Torremolinos,2025-03-04 06:00:00,Torremolinos,10.6,0,0.0,11.2,100.0
253,77.0,77.0,2025-03-04 07:00:00,2025-03-04 08:00:00,UTC+0100,1,Torremolinos,2025-03-04 07:00:00,Torremolinos,11.5,0,0.0,13.8,98.43
254,73.0,73.0,2025-03-04 08:00:00,2025-03-04 09:00:00,UTC+0100,1,Torremolinos,2025-03-04 08:00:00,Torremolinos,11.5,0,6.0,10.2,95.08
255,74.0,74.0,2025-03-04 09:00:00,2025-03-04 10:00:00,UTC+0100,1,Torremolinos,2025-03-04 09:00:00,Torremolinos,12.5,1,51.0,10.2,92.16
256,74.0,74.0,2025-03-04 10:00:00,2025-03-04 11:00:00,UTC+0100,1,Torremolinos,2025-03-04 10:00:00,Torremolinos,13.5,2,213.0,7.6,87.15
257,82.0,82.0,2025-03-04 11:00:00,2025-03-04 12:00:00,UTC+0100,1,Torremolinos,2025-03-04 11:00:00,Torremolinos,15.5,2,213.0,2.7,78.3
258,74.0,74.0,2025-03-04 12:00:00,2025-03-04 13:00:00,UTC+0100,1,Torremolinos,2025-03-04 12:00:00,Torremolinos,17.2,2,233.0,13.0,77.59
259,72.0,72.0,2025-03-04 13:00:00,2025-03-04 14:00:00,UTC+0100,1,Torremolinos,2025-03-04 13:00:00,Torremolinos,17.2,8,807.0,11.2,74.29
260,76.0,76.0,2025-03-04 14:00:00,2025-03-04 15:00:00,UTC+0100,1,Torremolinos,2025-03-04 14:00:00,Torremolinos,17.4,7,729.0,11.2,72.47
261,79.0,79.0,2025-03-04 17:00:00,2025-03-04 18:00:00,UTC+0100,1,Torremolinos,2025-03-04 17:00:00,Torremolinos,19.5,2,184.0,4.5,62.96
262,73.0,73.0,2025-03-04 18:00:00,2025-03-04 19:00:00,UTC+0100,1,Torremolinos,2025-03-04 18:00:00,Torremolinos,17.8,1,58.0,11.2,66.23
263,83.0,83.0,2025-03-04 19:00:00,2025-03-04 20:00:00,UTC+0100,1,Torremolinos,2025-03-04 19:00:00,Torremolinos,16.7,0,6.0,8.4,71.44
264,86.0,86.0,2025-03-05 09:00:00,2025-03-05 10:00:00,UTC+0100,1,Torremolinos,2025-03-05 09:00:00,Torremolinos,15.1,0,39.0,12.0,84.11
265,82.0,82.0,2025-03-05 10:00:00,2025-03-05 11:00:00,UTC+0100,1,Torremolinos,2025-03-05 10:00:00,Torremolinos,15.3,1,77.0,18.4,83.6
266,77.0,77.0,2025-03-05 11:00:00,2025-03-05 12:00:00,UTC+0100,1,Torremolinos,2025-03-05 11:00:00,Torremolinos,14.6,1,100.0,23.2,86.44
267,75.0,75.0,2025-03-05 12:00:00,2025-03-05 13:00:00,UTC+0100,1,Torremolinos,2025-03-05 12:00:00,Torremolinos,14.5,1,129.0,10.2,92.85
268,67.0,67.0,2025-03-05 13:00:00,2025-03-05 14:00:00,UTC+0100,1,Torremolinos,2025-03-05 13:00:00,Torremolinos,14.5,1,111.0,9.4,87.24
269,79.0,79.0,2025-03-05 14:00:00,2025-03-05 15:00:00,UTC+0100,1,Torremolinos,2025-03-05 14:00:00,Torremolinos,15.1,2,183.0,10.2,83.58
270,74.0,75.0,2025-03-05 21:00:00,2025-03-05 22:00:00,UTC+0100,1,Torremolinos,2025-03-05 21:00:00,Torremolinos,15.6,0,0.0,13.0,86.0
271,73.0,73.0,2025-03-05 22:00:00,2025-03-05 23:00:00,UTC+0100,1,Torremolinos,2025-03-05 22:00:00,Torremolinos,16.3,0,0.0,26.8,78.17
272,73.0,73.0,2025-03-05 23:00:00,2025-03-06 00:00:00,UTC+0100,1,Torremolinos,2025-03-05 23:00:00,Torremolinos,16.3,0,0.0,22.3,78.91
273,69.0,69.0,2025-03-06 00:00:00,2025-03-06 01:00:00,UTC+0100,1,Torremolinos,2025-03-06 00:00:00,Torremolinos,15.7,0,0.0,19.4,85.47
274,73.0,73.0,2025-03-06 01:00:00,2025-03-06 02:00:00,UTC+0100,1,Torremolinos,2025-03-06 01:00:00,Torremolinos,16.0,0,0.0,22.3,79.38
275,72.0,72.0,2025-03-06 02:00:00,2025-03-06 03:00:00,UTC+0100,1,Torremolinos,2025-03-06 02:00:00,Torremolinos,15.6,0,0.0,18.4,82.86
276,69.0,69.0,2025-03-06 03:00:00,2025-03-06 04:00:00,UTC+0100,1,Torremolinos,2025-03-06 03:00:00,Torremolinos,15.7,0,0.0,14.8,81.84
277,64.0,64.0,2025-03-06 04:00:00,2025-03-06 05:00:00,UTC+0100,1,Torremolinos,2025-03-06 04:00:00,Torremolinos,15.5,0,0.0,1.8,83.63
278,65.0,65.0,2025-03-06 05:00:00,2025-03-06 06:00:00,UTC+0100,1,Torremolinos,2025-03-06 05:00:00,Torremolinos,15.1,0,0.0,0.9,87.05
279,63.0,63.0,2025-03-06 06:00:00,2025-03-06 07:00:00,UTC+0100,1,Torremolinos,2025-03-06 06:00:00,Torremolinos,14.3,0,0.0,13.0,93.71
280,66.0,66.0,2025-03-06 07:00:00,2025-03-06 08:00:00,UTC+0100,1,Torremolinos,2025-03-06 07:00:00,Torremolinos,14.5,0,0.0,13.8,81.16
281,80.0,80.0,2025-03-06 08:00:00,2025-03-06 09:00:00,UTC+0100,1,Torremolinos,2025-03-06 08:00:00,Torremolinos,13.5,0,19.0,10.2,86.06
282,78.0,78.0,2025-03-06 09:00:00,2025-03-06 10:00:00,UTC+0100,1,Torremolinos,2025-03-06 09:00:00,Torremolinos,13.5,1,104.0,9.4,86.88
283,79.0,79.0,2025-03-06 10:00:00,2025-03-06 11:00:00,UTC+0100,1,Torremolinos,2025-03-06 10:00:00,Torremolinos,15.3,1,131.0,10.2,83.6
284,70.0,77.0,2025-03-06 11:00:00,2025-03-06 12:00:00,UTC+0100,1,Torremolinos,2025-03-06 11:00:00,Torremolinos,16.4,2,180.0,8.4,77.94
285,78.0,78.0,2025-03-06 12:00:00,2025-03-06 13:00:00,UTC+0100,1,Torremolinos,2025-03-06 12:00:00,Torremolinos,16.7,3,302.0,5.4,80.2
286,85.0,85.0,2025-03-06 13:00:00,2025-03-06 14:00:00,UTC+0100,1,Torremolinos,2025-03-06 13:00:00,Torremolinos,17.8,4,398.0,2.7,70.3
287,70.0,70.0,2025-03-06 14:00:00,2025-03-06 15:00:00,UTC+0100,1,Torremolinos,2025-03-06 14:00:00,Torremolinos,17.4,7,713.0,10.2,73.16
288,91.0,91.0,2025-03-06 16:00:00,2025-03-06 17:00:00,UTC+0100,1,Torremolinos,2025-03-06 16:00:00,Torremolinos,15.5,4,353.0,9.4,85.72
289,77.0,77.0,2025-03-06 17:00:00,2025-03-06 18:00:00,UTC+0100,1,Torremolinos,2025-03-06 17:00:00,Torremolinos,16.6,1,144.0,9.4,76.53
290,79.0,79.0,2025-03-06 18:00:00,2025-03-06 19:00:00,UTC+0100,1,Torremolinos,2025-03-06 18:00:00,Torremolinos,17.4,1,84.0,0.9,72.02
291,89.0,89.0,2025-03-06 19:00:00,2025-03-06 20:00:00,UTC+0100,1,Torremolinos,2025-03-06 19:00:00,Torremolinos,16.5,0,21.0,2.7,79.92
292,85.0,85.0,2025-03-07 07:00:00,2025-03-07 08:00:00,UTC+0100,1,Eindhoven,2025-03-07 07:00:00,Eindhoven,4.1,0,0.0,6.6,79.74
293,79.0,79.0,2025-03-07 08:00:00,2025-03-07 09:00:00,UTC+0100,1,Eindhoven,2025-03-07 08:00:00,Eindhoven,5.8,1,54.0,10.1,76.31
294,84.0,84.0,2025-03-07 09:00:00,2025-03-07 10:00:00,UTC+0100,1,Eindhoven,2025-03-07 09:00:00,Eindhoven,9.9,2,231.0,10.3,62.89
295,80.0,80.0,2025-03-07 10:00:00,2025-03-07 11:00:00,UTC+0100,1,Eindhoven,2025-03-07 10:00:00,Eindhoven,12.7,4,374.0,14.2,54.15
296,78.0,78.0,2025-03-07 11:00:00,2025-03-07 12:00:00,UTC+0100,1,Eindhoven,2025-03-07 11:00:00,Eindhoven,14.9,5,481.0,11.0,49.99
297,73.0,73.0,2025-03-07 12:00:00,2025-03-07 13:00:00,UTC+0100,1,Eindhoven,2025-03-07 12:00:00,Eindhoven,16.2,5,543.0,14.2,48.57
298,85.0,85.0,2025-03-07 13:00:00,2025-03-07 14:00:00,UTC+0100,1,Eindhoven,2025-03-07 13:00:00,Eindhoven,17.2,6,562.0,17.6,46.73
299,78.0,78.0,2025-03-07 14:00:00,2025-03-07 15:00:00,UTC+0100,1,Eindhoven,2025-03-07 14:00:00,Eindhoven,17.8,5,530.0,17.3,45.88
300,85.0,85.0,2025-03-07 15:00:00,2025-03-07 16:00:00,UTC+0100,1,Eindhoven,2025-03-07 15:00:00,Eindhoven,17.8,4,448.0,17.6,45.5
301,80.0,80.0,2025-03-07 16:00:00,2025-03-07 17:00:00,UTC+0100,1,Eindhoven,2025-03-07 16:00:00,Eindhoven,17.6,3,263.0,14.3,42.99
302,83.0,83.0,2025-03-07 17:00:00,2025-03-07 18:00:00,UTC+0100,1,Eindhoven,2025-03-07 17:00:00,Eindhoven,17.5,1,110.0,13.5,38.76
303,83.0,83.0,2025-03-07 18:00:00,2025-03-07 19:00:00,UTC+0100,1,Eindhoven,2025-03-07 18:00:00,Eindhoven,15.6,0,20.0,4.2,44.61
304,80.0,80.0,2025-03-07 19:00:00,2025-03-07 20:00:00,UTC+0100,1,Eindhoven,2025-03-07 19:00:00,Eindhoven,11.1,0,0.0,3.6,59.12
305,84.0,84.0,2025-03-07 20:00:00,2025-03-07 21:00:00,UTC+0100,1,Eindhoven,2025-03-07 20:00:00,Eindhoven,8.2,0,0.0,3.7,69.98
306,77.0,86.0,2025-03-07 21:00:00,2025-03-07 22:00:00,UTC+0100,1,Eindhoven,2025-03-07 21:00:00,Eindhoven,9.9,0,0.0,6.2,60.24
307,70.0,70.0,2025-03-07 22:00:00,2025-03-07 23:00:00,UTC+0100,1,Eindhoven,2025-03-07 22:00:00,Eindhoven,6.7,0,0.0,3.9,73.46
308,62.0,64.0,2025-03-07 23:00:00,2025-03-08 00:00:00,UTC+0100,1,Eindhoven,2025-03-07 23:00:00,Eindhoven,5.7,0,0.0,3.9,76.46
309,64.0,64.0,2025-03-08 00:00:00,2025-03-08 01:00:00,UTC+0100,1,Eindhoven,2025-03-08 00:00:00,Eindhoven,4.3,0,0.0,3.9,83.17
310,60.0,60.0,2025-03-08 01:00:00,2025-03-08 02:00:00,UTC+0100,1,Eindhoven,2025-03-08 01:00:00,Eindhoven,3.7,0,0.0,3.5,84.38
311,60.0,60.0,2025-03-08 02:00:00,2025-03-08 03:00:00,UTC+0100,1,Eindhoven,2025-03-08 02:00:00,Eindhoven,3.8,0,0.0,6.2,86.25
312,59.0,59.0,2025-03-08 03:00:00,2025-03-08 04:00:00,UTC+0100,1,Eindhoven,2025-03-08 03:00:00,Eindhoven,3.5,0,0.0,3.6,84.5
313,60.0,60.0,2025-03-08 04:00:00,2025-03-08 05:00:00,UTC+0100,1,Eindhoven,2025-03-08 04:00:00,Eindhoven,4.6,0,0.0,6.3,80.36
314,61.0,61.0,2025-03-08 05:00:00,2025-03-08 06:00:00,UTC+0100,1,Eindhoven,2025-03-08 05:00:00,Eindhoven,3.5,0,0.0,3.7,84.58
315,78.0,78.0,2025-03-08 06:00:00,2025-03-08 07:00:00,UTC+0100,1,Eindhoven,2025-03-08 06:00:00,Eindhoven,4.1,0,0.0,6.6,80.0
316,69.0,69.0,2025-03-14 13:00:00,2025-03-14 14:00:00,UTC+0100,1,Eindhoven,2025-03-14 13:00:00,Eindhoven,5.5,5,532.0,10.2,57.8
317,66.0,69.0,2025-03-14 14:00:00,2025-03-14 15:00:00,UTC+0100,1,Eindhoven,2025-03-14 14:00:00,Eindhoven,6.4,2,224.0,7.9,58.18
318,80.0,113.0,2025-03-15 16:00:00,2025-03-15 17:00:00,UTC+0100,1,Eindhoven,2025-03-15 16:00:00,Eindhoven,6.7,2,165.0,27.5,56.36
319,103.0,113.0,2025-03-15 17:00:00,2025-03-15 18:00:00,UTC+0100,1,Eindhoven,2025-03-15 17:00:00,Eindhoven,7.4,2,209.0,24.3,53.54
320,100.0,107.0,2025-03-15 18:00:00,2025-03-15 19:00:00,UTC+0100,1,Eindhoven,2025-03-15 18:00:00,Eindhoven,6.4,0,43.0,23.1,57.69
321,80.0,95.0,2025-03-16 16:00:00,2025-03-16 17:00:00,UTC+0100,1,Eindhoven,2025-03-16 16:00:00,Eindhoven,9.8,4,376.0,17.8,41.58
322,81.0,108.0,2025-03-16 17:00:00,2025-03-16 18:00:00,UTC+0100,1,Eindhoven,2025-03-16 17:00:00,Eindhoven,9.5,2,232.0,14.5,37.76
323,74.0,90.0,2025-03-16 18:00:00,2025-03-16 19:00:00,UTC+0100,1,Eindhoven,2025-03-16 18:00:00,Eindhoven,8.1,0,35.0,16.9,46.32
324,73.0,90.0,2025-03-17 10:00:00,2025-03-17 11:00:00,UTC+0100,1,Eindhoven,2025-03-17 10:00:00,Eindhoven,6.7,2,206.0,14.3,73.7
325,74.0,113.0,2025-03-17 11:00:00,2025-03-17 12:00:00,UTC+0100,1,Eindhoven,2025-03-17 11:00:00,Eindhoven,8.2,6,586.0,15.0,64.18
326,78.0,91.0,2025-03-17 12:00:00,2025-03-17 13:00:00,UTC+0100,1,Eindhoven,2025-03-17 12:00:00,Eindhoven,9.4,1,125.0,18.8,58.81
327,73.0,103.0,2025-03-17 13:00:00,2025-03-17 14:00:00,UTC+0100,1,Eindhoven,2025-03-17 13:00:00,Eindhoven,9.9,2,206.0,21.7,50.64
328,76.0,88.0,2025-03-17 14:00:00,2025-03-17 15:00:00,UTC+0100,1,Eindhoven,2025-03-17 14:00:00,Eindhoven,10.0,6,606.0,24.5,45.21
329,74.0,84.0,2025-03-17 15:00:00,2025-03-17 16:00:00,UTC+0100,1,Eindhoven,2025-03-17 15:00:00,Eindhoven,10.1,5,507.0,15.2,43.76
330,84.0,99.0,2025-03-17 16:00:00,2025-03-17 17:00:00,UTC+0100,1,Eindhoven,2025-03-17 16:00:00,Eindhoven,10.1,4,377.0,18.2,40.25
331,89.0,111.0,2025-03-17 17:00:00,2025-03-17 18:00:00,UTC+0100,1,Eindhoven,2025-03-17 17:00:00,Eindhoven,9.6,2,219.0,21.6,35.55
332,95.0,104.0,2025-03-17 18:00:00,2025-03-17 19:00:00,UTC+0100,1,Eindhoven,2025-03-17 18:00:00,Eindhoven,8.7,1,138.0,24.0,34.08
333,61.0,86.0,2025-03-19 15:00:00,2025-03-19 16:00:00,UTC+0100,1,Eindhoven,2025-03-19 15:00:00,Eindhoven,17.9,5,501.0,9.5,36.85
334,74.0,113.0,2025-03-19 16:00:00,2025-03-19 17:00:00,UTC+0100,1,Eindhoven,2025-03-19 16:00:00,Eindhoven,18.9,4,401.0,12.9,34.69
335,98.0,114.0,2025-03-19 17:00:00,2025-03-19 18:00:00,UTC+0100,1,Eindhoven,2025-03-19 17:00:00,Eindhoven,17.9,2,224.0,16.3,34.44
336,103.0,106.0,2025-03-19 18:00:00,2025-03-19 19:00:00,UTC+0100,1,Eindhoven,2025-03-19 18:00:00,Eindhoven,16.9,0,44.0,11.0,34.41
337,87.0,87.0,2025-03-22 06:00:00,2025-03-22 07:00:00,UTC+0100,1,Eindhoven,2025-03-22 06:00:00,Eindhoven,12.9,0,0.0,7.7,58.9
338,92.0,92.0,2025-03-22 07:00:00,2025-03-22 08:00:00,UTC+0100,1,Eindhoven,2025-03-22 07:00:00,Eindhoven,13.8,0,19.0,9.6,55.15
339,87.0,87.0,2025-03-22 08:00:00,2025-03-22 09:00:00,UTC+0100,1,Eindhoven,2025-03-22 08:00:00,Eindhoven,13.8,1,105.0,14.6,55.12
340,93.0,93.0,2025-03-22 09:00:00,2025-03-22 10:00:00,UTC+0100,1,Eindhoven,2025-03-22 09:00:00,Eindhoven,13.9,1,142.0,13.0,54.83
341,96.0,96.0,2025-03-22 10:00:00,2025-03-22 11:00:00,UTC+0100,1,Eindhoven,2025-03-22 10:00:00,Eindhoven,14.9,2,220.0,11.3,51.32
342,93.0,93.0,2025-03-22 11:00:00,2025-03-22 12:00:00,UTC+0100,1,Eindhoven,2025-03-22 11:00:00,Eindhoven,15.9,5,501.0,11.4,51.33
343,104.0,104.0,2025-03-22 12:00:00,2025-03-22 13:00:00,UTC+0100,1,Eindhoven,2025-03-22 12:00:00,Eindhoven,18.8,5,547.0,11.6,42.97
344,100.0,100.0,2025-03-22 13:00:00,2025-03-22 14:00:00,UTC+0100,1,Eindhoven,2025-03-22 13:00:00,Eindhoven,19.8,3,289.0,16.6,46.21
345,102.0,102.0,2025-03-22 14:00:00,2025-03-22 15:00:00,UTC+0100,1,Eindhoven,2025-03-22 14:00:00,Eindhoven,18.0,2,199.0,18.1,51.78
346,104.0,104.0,2025-03-22 15:00:00,2025-03-22 16:00:00,UTC+0100,1,Eindhoven,2025-03-22 15:00:00,Eindhoven,17.0,2,243.0,14.8,54.8
347,91.0,91.0,2025-03-22 16:00:00,2025-03-22 17:00:00,UTC+0100,1,Eindhoven,2025-03-22 16:00:00,Eindhoven,18.9,2,231.0,16.4,48.78
348,83.0,83.0,2025-03-22 17:00:00,2025-03-22 18:00:00,UTC+0100,1,Eindhoven,2025-03-22 17:00:00,Eindhoven,17.9,2,170.0,14.5,51.89
349,76.0,76.0,2025-03-22 18:00:00,2025-03-22 19:00:00,UTC+0100,1,Eindhoven,2025-03-22 18:00:00,Eindhoven,17.9,1,74.0,15.9,51.93
350,74.0,74.0,2025-03-22 19:00:00,2025-03-22 20:00:00,UTC+0100,1,Eindhoven,2025-03-22 19:00:00,Eindhoven,15.9,0,10.0,3.9,55.74
351,70.0,77.0,2025-03-22 20:00:00,2025-03-22 21:00:00,UTC+0100,1,Eindhoven,2025-03-22 20:00:00,Eindhoven,13.9,0,0.0,7.6,76.46
352,80.0,80.0,2025-03-22 21:00:00,2025-03-22 22:00:00,UTC+0100,1,Eindhoven,2025-03-22 21:00:00,Eindhoven,13.9,0,0.0,7.6,72.08
